Description,Price,Rating,Review_count,Url
"Comfty Reclining mesh Fabric Gaming Chair with Hinged Armrests, Black/Red",$153.52,3.7 out of 5 stars,26,https://www.amazon.com/Comfty-Chairs-CFTYGC112-Multicolor/dp/B095Z7MCMX/ref=sr_1_139?keywords=Gaming+Chair&qid=1658103500&sr=8-139
"Office Chair, Gaming Chair Ergonomic Desk Chair Computer Chair PU Leather Executive Swivel Chair with Flip-up Armrests and Lumbar Support for Working, Studying, Gaming, Black",$104.99,4.2 out of 5 stars,316,https://www.amazon.com/Ergonomic-Computer-Executive-Armrests-Studying/dp/B09KC9731S/ref=sr_1_140?keywords=Gaming+Chair&qid=1658103500&sr=8-140
"Gaming Chair, DualThunder DT530 Gamer Chair Gaming Chairs for Adults Teens, Home Office Chair Computer Desk Chair with Flip UP Arms, Computer Chairs Video Game Chairs, Executive Office Chair, Purple",$109.99,4.6 out of 5 stars,8,https://www.amazon.com/Gaming-DualThunder-Chairs-Computer-Executive/dp/B09XXBVLNH/ref=sr_1_141?keywords=Gaming+Chair&qid=1658103500&sr=8-141
"VICTORAGE VE02-90-VIG-1 Gaming Chairs, Black&Rhombus",$379.99,,,https://www.amazon.com/VICTORAGE-VE02-90-VIG-1-Gaming-Chairs-Rhombus/dp/B09SF32WBF/ref=sr_1_142?keywords=Gaming+Chair&qid=1658103500&sr=8-142
Tarok Essentials - Razer Edition Gaming Chair by Zen - Razer Chair Gaming - Video Game Chairs - Lime Green Gaming Chair - PC Gaming Chair Black Office Desk Chair Adult Leather XL Lumbar Support Gamer,$289.99,5.0 out of 5 stars,1,https://www.amazon.com/Tarok-Essentials-Gaming-Leather-Support/dp/B09M4YC915/ref=sr_1_143?keywords=Gaming+Chair&qid=1658103500&sr=8-143
"Toszn Office Chairs, Gaming Chair Swivel Ergonomic Computer Desk Chair with Mesh Padded Seat Adjustable Video Gamr Chairs for Teens, Back Support and PU Leather Armrest Purple",$115.99,4.1 out of 5 stars,194,https://www.amazon.com/Office-Computer-Ergonomic-Adjustable-Essentials/dp/B096MJQMMC/ref=sr_1_144?keywords=Gaming+Chair&qid=1658103500&sr=8-144
HyperX Blast Core Gaming Chair - Ergonomic Leather Gaming Chair - Kids Chair Gaming - Red Black Gaming Chair - PC Racing Video Game Chair for Kids Adults - Computer Office PC Gamer Chair - Core Chair,$349.99,4.3 out of 5 stars,6,https://www.amazon.com/HyperX-Blast-Core-Gaming-Chair/dp/B09M8WKNC8/ref=sr_1_145?keywords=Gaming+Chair&qid=1658103500&sr=8-145
SMAX Pink Gaming Chair Racing Video Game Chairs Computer Cute Gaming Chair Adjustable High Back Ergonomic Office Chair PU Leather Recliner Swivel Rocker for Girl Women Adults,$239.99,4.2 out of 5 stars,83,https://www.amazon.com/Computer-Adjustable-Ergonomic-Leather-Recliner/dp/B08D3LT4NL/ref=sr_1_146?keywords=Gaming+Chair&qid=1658103500&sr=8-146
"Saydsi Gaming Chair Computer Chair Leather High Back Chair Racing Executive Ergonomic Office Chair with Height Adjustment, Footrest，Headrest and Lumbar Support Sports Swivel Chair(Red)",$115.55,2.9 out of 5 stars,12,https://www.amazon.com/Computer-Executive-Ergonomic-Adjustment-Footrest%EF%BC%8CHeadrest/dp/B09NQ6Q4G3/ref=sr_1_147?keywords=Gaming+Chair&qid=1658103500&sr=8-147
"X Rocker, 5111601, Jynx Floor Rocker 2.1 BT, 37.01"" x 22.83"" x 34.65"", Black",$117.65,4.3 out of 5 stars,29,https://www.amazon.com/Rocker-5111601-Floor-37-01-22-83/dp/B08ZVSGZ5T/ref=sr_1_148?keywords=Gaming+Chair&qid=1658103500&sr=8-148
"Vertagear VG-SL5000_WT S-Line 5000 Gaming Chair, Large, Black/White",$299.99,4.2 out of 5 stars,264,https://www.amazon.com/Vertagear-S-Line-Gaming-Chair-Large/dp/B072PVCSST/ref=sr_1_149?keywords=Gaming+Chair&qid=1658103500&sr=8-149
THE CREW FURNITURE Classic Video Rocker,$39.98,4.3 out of 5 stars,"6,675",https://www.amazon.com/Furniture-51206-Classic-Rocker-Racing/dp/B001T4XU2G/ref=sr_1_150?keywords=Gaming+Chair&qid=1658103500&sr=8-150
Sibosen Gaming Chair Office Chair Computer Chair High Back PU Leather Desk Chair Ergonomic Adjustable Reclining Swivel Game Chair with Footrest Lumbar Support Headrest Armrest (Black),$149.75,3.3 out of 5 stars,191,https://www.amazon.com/Sibosen-Computer-Ergonomic-Adjustable-Reclining/dp/B09NNBM3FL/ref=sr_1_152?keywords=Gaming+Chair&qid=1658103500&sr=8-152
"Amazon Basics Ergonomic Gaming Chair with Bluetooth Speakers and Built-in Mic, Push-Button Height Control - Blue",$215.24,4.0 out of 5 stars,25,https://www.amazon.com/Amazon-Basics-Ergonomic-Microphone-Push-Button/dp/B08DDZYP5D/ref=sr_1_153?keywords=Gaming+Chair&qid=1658103500&sr=8-153
"X Rocker, 5143601, II SE 2.1 Black Leather Floor Video Gaming Chair, 27.8 x 18.5 x 17.5, Black",$103.20,4.4 out of 5 stars,"1,959",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A00704772UC7AUPN6GFDT&url=%2FAce-Bayou-Rocker-5143601-Wireless%2Fdp%2FB002S7H920%2Fref%3Dsr_1_154_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103500%26sr%3D8-154-spons%26psc%3D1&qualifier=1658103501&id=6663167162421544&widgetName=sp_btf
"X Rocker Falcon Pedestal PC Office Gaming Chair, 32"" x 25"" x 42"", Black/Red",$140.81,4.4 out of 5 stars,816,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A00311683PVMK2KYPCP9C&url=%2FRocker-2-1-Wireless-Black-Pedestal%2Fdp%2FB07N8HJWYN%2Fref%3Dsr_1_155_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103500%26sr%3D8-155-spons%26psc%3D1&qualifier=1658103501&id=6663167162421544&widgetName=sp_btf
"VON RACER Gaming Chair, Massage Gaming Chair with Footrest,Office Chair,Gaming Chair for Adults with Lumbar Support and Headrest,Adjustable High Back Ergonomic Game Chair for Office or Gaming",$179.99,4.4 out of 5 stars,84,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A05485542XDV3AAI3Y1FZ&url=%2FVON-RACER-Footrest-Adjustable-Ergonomic%2Fdp%2FB09VKWH23T%2Fref%3Dsr_1_156_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103500%26sr%3D8-156-spons%26psc%3D1&qualifier=1658103501&id=6663167162421544&widgetName=sp_btf
"SIHOO Ergonomic Office Chair, High Back Desk Chair, Adjustable Headrest with 2D Armrest, Lumbar Support and PU Wheels, Swivel Computer Task Chair for Office, Tilt Function Office Chair, Black",$269.99,4.3 out of 5 stars,"8,097",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A03676891HE9HQVTIMJTZ&url=%2FSIHOO-Chair-Office%2Fdp%2FB07GNDDNMW%2Fref%3Dsr_1_145_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-145-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_atf_next
FLOGOUR Padded Floor Chair with Back Support Adjustable Chaise Lounge Indoor Floor Gaming Chair for Adults 5-Position Comfy Meditation Chair for Bedroom 128C-GR,$88.99,4.1 out of 5 stars,17,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A02270621X89UMZACOFA2&url=%2FFLOGOUR-Support-Adjustable-5-Position-Meditation%2Fdp%2FB08R84D1GB%2Fref%3Dsr_1_146_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-146-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_atf_next
"Ergonomic Office Chair, KERDOM Home Desk Chair, Comfy Breathable Mesh Task Chair, High Back Thick Cushion Computer Chair with Headrest and 4D Armrests, Adjustable Height Home Gaming Chair F-Grey",$259.99,4.2 out of 5 stars,513,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0274523T71BLZJU8MA3&url=%2FErgonomic-KERDOM-Breathable-Computer-Adjustable%2Fdp%2FB09KXKHRLL%2Fref%3Dsr_1_147_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-147-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_atf_next
Comermax High Back Office Chair PU Leather Swivel Computer Desk Chair Executive Office Adjustable Ergonomic Computer Chair Big and Tall Chair (9257-brown),$239.00,4.5 out of 5 stars,23,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A061050511T1DFPC3YHVR&url=%2FComermax-Executive-Adjustable-Ergonomic-9257-brown%2Fdp%2FB09S5DNF2J%2Fref%3Dsr_1_148_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-148-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_atf_next
"Simple Deluxe Backrest and Seat Height Adjustable Swivel Recliner Racing Office Computer Ergonomic Video Game Chair, Without footrest, Red/Black",$119.99,3.8 out of 5 stars,117,https://www.amazon.com/YSSOA-Office-Computer-Ergonomic-Chair/dp/B09B3PXRS2/ref=sr_1_149?keywords=Gaming+Chair&qid=1658103510&sr=8-149
"GameRider Nitro II Mesh Fabric Foldable Rocking Gaming Chair, Room Floor Single Rocker Recliner, Black and Red",$59.40,4.5 out of 5 stars,158,https://www.amazon.com/GameRider-Nitro-Game-Rocker-Red/dp/B08S6RD1L1/ref=sr_1_150?keywords=Gaming+Chair&qid=1658103510&sr=8-150
X Rocker Eclipse Floor Rocker Gaming Chair,$102.00,4.5 out of 5 stars,"1,795",https://www.amazon.com/Rocker-Eclipse-Floor-Silver-5110301/dp/B089B17Z21/ref=sr_1_151?keywords=Gaming+Chair&qid=1658103510&sr=8-151
"X Rocker Extreme III 2.0 Gaming Rocker Chair with Audio System, 26 x 17.5 x 17, Black/Red",$89.99,4.2 out of 5 stars,637,https://www.amazon.com/Rocker-51491-Extreme-Gaming-System/dp/B004CF3KFG/ref=sr_1_152?keywords=Gaming+Chair&qid=1658103510&sr=8-152
"OSP Home Furnishings Xeno Ergonomic Adjustable Gaming Chair, White with Black Accents",$215.45,4.1 out of 5 stars,58,https://www.amazon.com/OSP-Home-Furnishings-Ergonomic-Adjustable/dp/B08PDS88PZ/ref=sr_1_153?keywords=Gaming+Chair&qid=1658103510&sr=8-153
"Ninecer Ergonomic Gaming Chair, High Back Office Chair Computer Chair with Headrest Lumbar Support, 400 lb Reclining Racing Chair, Video Gaming Chair with Adjustable Armrest（White）",$123.99,4.2 out of 5 stars,367,https://www.amazon.com/Ninecer-Ergonomic-Reclining-Adjustable-Armrest%EF%BC%88White%EF%BC%89/dp/B09B71DGHP/ref=sr_1_155?keywords=Gaming+Chair&qid=1658103510&sr=8-155
"X Rocker 5172601 Gaming Chair, 36.81 x 32.28 x 20.89, Black/Red Piping",$189.99,4.5 out of 5 stars,"1,649",https://www.amazon.com/Rocker-5172601-Bluetooth-Gaming-Piping/dp/B00CTIA5P6/ref=sr_1_156?keywords=Gaming+Chair&qid=1658103510&sr=8-156
"Amazon Basics Kids/Youth Gaming Recliner with Headrest and Back Pillow, Ages 3+, Black and Red",$190.20,4.6 out of 5 stars,"1,924",https://www.amazon.com/AmazonBasics-Gaming-Recliner-Headrest-Pillow/dp/B07TJWWPJS/ref=sr_1_157?keywords=Gaming+Chair&qid=1658103510&sr=8-157
"X Rocker, 5172801, Vibe 2.1 Wireless Bluetooth Gaming Floor Rocker, 23.62 x 14.57 x 17.69, Black/Red",$219.02,4.3 out of 5 stars,609,https://www.amazon.com/Rocker-5172801-Bayou-Sound-Chair/dp/B00CTIA93Y/ref=sr_1_158?keywords=Gaming+Chair&qid=1658103510&sr=8-158
OTTERLEAd Vedio Gaming Floor Chair 14 Gear Adjustment Back Support Folding Sofa Bed Adjustment Ergonomic Large Lounger Chair Easy for Storage Comfortable Padded Gaming Chair for Adults (Blue),$139.99,5.0 out of 5 stars,2,https://www.amazon.com/OTTERLEAd-Adjustment-Support-Folding-Ergonomic/dp/B09LM9GCT6/ref=sr_1_159?keywords=Gaming+Chair&qid=1658103510&sr=8-159
RAPTAVIS Gaming Chair Computer Ergonomic Office Chair Backrest and Seat Height Adjustable Swivel Recliner with Lumbar Cushion Esports Mesh Chair(Blue/Mesh),$119.99,4.3 out of 5 stars,194,https://www.amazon.com/RAPTAVIS-Computer-Ergonomic-Backrest-Adjustable/dp/B091C67KXS/ref=sr_1_160?keywords=Gaming+Chair&qid=1658103510&sr=8-160
"Saydsi Gaming Chair Computer Chair Leather High Back Chair Racing Executive Ergonomic Office Chair with Height Adjustment, Footrest，Headrest and Lumbar Support Sports Swivel Chair(Red)",$115.55,2.9 out of 5 stars,12,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A06259772ZQHT1P8JSQUV&url=%2FComputer-Executive-Ergonomic-Adjustment-Footrest%25EF%25BC%258CHeadrest%2Fdp%2FB09NQ6Q4G3%2Fref%3Dsr_1_161_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-161-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_mtf
"X Rocker 24K 2.1 BT Floor Rocker Gaming Chair, 36.2"" x 20.8"" x 31.5"", Black/Gold",$194.85,4.6 out of 5 stars,229,https://www.amazon.com/Rocker-Floor-24-5-Black-5110501/dp/B08996JF6T/ref=sr_1_163?keywords=Gaming+Chair&qid=1658103510&sr=8-163
"Deco Gear Diamond Quilted Ergonomic Gaming Chair with Adjustable Head and Lumbar Support, Seat and Armrest Adjustment, 360-Degree Seat Rotation, Plush Neck Support",$199.99,4.5 out of 5 stars,106,https://www.amazon.com/Deco-Gear-Adjustable-Adjustment-360-Degree/dp/B08KYMYTJH/ref=sr_1_164?keywords=Gaming+Chair&qid=1658103510&sr=8-164
Gaming Chair with Footrest Computer Chairs for Adults Office Chair with Lumbar Support Gaming Chair with Message Office Chair with Headrest Ergonomic,$217.99,5.0 out of 5 stars,2,https://www.amazon.com/Footrest-Computer-Support-Headrest-Ergonomic/dp/B09MCTW8GF/ref=sr_1_166?keywords=Gaming+Chair&qid=1658103510&sr=8-166
"Upgrade Floor Chair Rocker Chair Floor Gaming Chair for Teens, Lightweight Design Without armrests Game Chairs with Folding Backrest, Lazy Sofa Lounger for TV,Reading,Playing. Black Silver",$89.77,4.1 out of 5 stars,16,https://www.amazon.com/Upgrade-Lightweight-armrests-Backrest-Playing/dp/B09G9W7QR1/ref=sr_1_168?keywords=Gaming+Chair&qid=1658103510&sr=8-168
"Vertagear S-Line 2000 Racing Series Gaming Chair, Large, White/Purple",$389.99,4.1 out of 5 stars,417,https://www.amazon.com/Vertagear-SL2000_WP-S-Line-Racing-Gaming/dp/B074QV4JS9/ref=sr_1_169?keywords=Gaming+Chair&qid=1658103510&sr=8-169
Ergoseat Gaming Chair PU Leather Executive Ergonomic Office Chair Rolling Racing PC Desk Chair Backrest and Seat Height Adjustment Recliner Swivel Rocker with Headrest and Lumbar Pillow (Black/Blue1),$123.99,4.4 out of 5 stars,288,https://www.amazon.com/Ergoseat-Executive-Ergonomic-Backrest-Adjustment/dp/B08SVMKKZ5/ref=sr_1_170?keywords=Gaming+Chair&qid=1658103510&sr=8-170
"Ninecer High Back Office Chair Ergonomic, Home Office Desk Chair for Teens 330 lbs, Comfortable Computer Gaming Chair Cheap for Teens, Video Game Chairs with Lumbar Support Black",$94.99,3.8 out of 5 stars,256,https://www.amazon.com/Ninecer-Ergonomic-Comfortable-Computer-Support/dp/B096LXF3BZ/ref=sr_1_171?keywords=Gaming+Chair&qid=1658103510&sr=8-171
PC Gaming Chair Home Office Chair Racing Computer Chair with Lumbar Support Reclining Armrest Foot Rest Rolling Swivel PU Leather Ergonomic Task Desk Chair(White),$129.99,4.4 out of 5 stars,222,https://www.amazon.com/PC-Gaming-Chair-Reclining-Ergonomic/dp/B08LKMHRJC/ref=sr_1_172?keywords=Gaming+Chair&qid=1658103510&sr=8-172
"RESPAWN 205 Racing Style Gaming Chair, in Blue (RSP-205-BLU)",$175.94,4.0 out of 5 stars,130,https://www.amazon.com/RESPAWN-205-Racing-Style-Gaming-Chair/dp/B076HMWQYZ/ref=sr_1_173?keywords=Gaming+Chair&qid=1658103510&sr=8-173
"ZUERST Ergonomic Office Chair with Footrest Support- Adjustable Mesh Office Chair with Lumbar Support, 3D Armrest and Flip-Up Headrest, High Resilience Cushion, Rocking Computer Chair for Home Office",$279.99,4.3 out of 5 stars,271,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0876726OAW9PKSI19XF&url=%2FZUERST-Office-Chair%2Fdp%2FB08SQRQ83X%2Fref%3Dsr_1_174_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-174-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_mtf
"Soontrans Green Gaming Chair with Massage,Racing Gamer Chair for Teens, Ergonomic Game Chair with Adjustable Headrest and Lumbar Support (Jungle Green)",$152.90,3.9 out of 5 stars,"2,004",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A03894861IEFWLV0QL5AP&url=%2FSoontrans-Ergonomic-Computer-High-Back-Adjustable%2Fdp%2FB08HN273BR%2Fref%3Dsr_1_175_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-175-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_mtf
Darkecho Gaming Chair Office Chair with Footrest Massage Racing Ergonomic Chair Leather Reclining Video Game Chair Adjustable Armrest High Back Gamer Chair with Headrest and Lumbar Support Purple,$189.99,4.0 out of 5 stars,"1,479",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A06276612N4CVSQN21UFQ&url=%2FDarkecho-Footrest-Ergonomic-Reclining-Adjustable%2Fdp%2FB096FGLS1W%2Fref%3Dsr_1_176_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-176-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_mtf
Toszn DT530 Gaming Chair Ergonomic Office Chair with Flip-up Armrests Height Adjustable Video Game Chairs PU Leather Executive Office Computer Chair for Teens Adults Blue,$135.99,4.1 out of 5 stars,194,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0035946221IGHKAAK7LO&url=%2FToszn-Ergonomic-Armrests-Adjustable-Executive%2Fdp%2FB09XQBGYCL%2Fref%3Dsr_1_177_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-177-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_mtf
Hanover Commando Red & Black Ergonomic Racer Gaming Chair with Extendable Footrest | Height Adjustable Gas Lift | Tilt Recline Padding | HGC0118,$299.99,,,https://www.amazon.com/Hanover-Ergonomic-Extendable-Adjustable-HGC0118/dp/B0B434HBSQ/ref=sr_1_179?keywords=Gaming+Chair&qid=1658103510&sr=8-179
"Secretlab Titan Evo 2022 Black3 Gaming Chair - Reclining, Ergonomic & Comfortable Computer Chair with 4D Armrests, Magnetic Head Pillow & 4-Way Lumbar Support - Black - Fabric",$599.00,,,https://www.amazon.com/Secretlab-Titan-Black3-Gaming-Chair/dp/B0B3RH59X8/ref=sr_1_180?keywords=Gaming+Chair&qid=1658103510&sr=8-180
"FLOGUOR Swivel Gaming Floor Chair with Armrest Multi-Angle Folding Floor Chair Padded Backrest Lazy Sofa Lounge Chair for Living Room, Home Office 058G-GR",$139.99,4.0 out of 5 stars,79,https://www.amazon.com/FLOGUOR-Armrest-Multi-Angle-Folding-Backrest/dp/B08RS4GBXK/ref=sr_1_182?keywords=Gaming+Chair&qid=1658103510&sr=8-182
"DXRacer Computer Chair Adjustable Ergonomic Office Reclining Swivel Video Game Seat for Adults, Teen Gamers and Streamers, Racing Series RV131, Black & Red",$399.00,4.9 out of 5 stars,19,https://www.amazon.com/DXRacer-Leather-Ergonomic-Adjustable-Computer/dp/B07GGFGZW2/ref=sr_1_183?keywords=Gaming+Chair&qid=1658103510&sr=8-183
Idea Nuova Space Jam Video Rocker Gaming Chair,$69.99,,,https://www.amazon.com/Idea-Nuova-Space-Rocker-Gaming/dp/B0B191K62C/ref=sr_1_184?keywords=Gaming+Chair&qid=1658103510&sr=8-184
"Gaming Chair Computer Chair with Footrest and Lumbar Support Ergonomic High Back Computer Chair with Height Adjustment, Swivel Chair (Red)",$135.99,3.5 out of 5 stars,30,https://www.amazon.com/Computer-Footrest-Support-Ergonomic-Adjustment/dp/B09MVMVPP5/ref=sr_1_186?keywords=Gaming+Chair&qid=1658103510&sr=8-186
"Arozzi Milano Enhanced Gaming Chair, Black,Milano-BK",$179.99,4.1 out of 5 stars,215,https://www.amazon.com/Arozzi-Milano-Enhanced-Gaming-Chair/dp/B01M1M8AA4/ref=sr_1_187?keywords=Gaming+Chair&qid=1658103510&sr=8-187
"Inflatable Video Gaming Chair for Kids, Teens Cool Game Chair ,Xbox Chair, Perfect for Game Rooms,Video Games or Relaxing, Family Movie Nights,Dorms, Parties,",$34.99,3.5 out of 5 stars,53,https://www.amazon.com/Inflatable-Gaming-Perfect-Relaxing-Parties/dp/B0979SGYWS/ref=sr_1_188?keywords=Gaming+Chair&qid=1658103510&sr=8-188
Bowthy Massage Gaming Chair for Adults Computer Ergonomic Game Chair Heavy Duty Big and Tall Gamer Chair Racing Style Headrest and Lumbar Support (Black),$159.99,4.2 out of 5 stars,881,https://www.amazon.com/Bowthy-Massage-Computer-Ergonomic-Headrest/dp/B0859CL93X/ref=sr_1_189?keywords=Gaming+Chair&qid=1658103510&sr=8-189
bonVIVO II Portable Floor Chair with Back Support - Adults & Kids Floor Seat for Meditation and Gaming - Light Grey,$69.99,4.3 out of 5 stars,"2,336",https://www.amazon.com/Adjustable-Folding-Floor-Chair/dp/B08F7TKXND/ref=sr_1_190?keywords=Gaming+Chair&qid=1658103510&sr=8-190
"FLOGUOR Indoor 5-Position Adjustable Floor Chair with Back Support Folding Padded Gaming Sofa Chair, Lounge Chair for Adults Video Gaming, Perfect for Meditation, Reading, Beige QL050-GR",$89.99,4.6 out of 5 stars,27,https://www.amazon.com/FLOGUOR-5-Position-Adjustable-Meditation-QL050-GR/dp/B08ZN53SGQ/ref=sr_1_191?keywords=Gaming+Chair&qid=1658103510&sr=8-191
GTR Simulator GTA Model Silver Frame with Adjustable Black Leatherette Racing Seat Racing Driving Gaming Simulator Cockpit Chair,$504.99,4.3 out of 5 stars,145,https://www.amazon.com/GTR-Simulator-Driving-Cockpit-Shifter/dp/B01GDVE4ZQ/ref=sr_1_192?keywords=Gaming+Chair&qid=1658103510&sr=8-192
"AA Products Gaming Chair High Back Ergonomic Computer Racing Chair Adjustable Gamer Chair with Footrest, Lumbar Support Swivel Chair – YellowWhite",$169.90,4.3 out of 5 stars,190,https://www.amazon.com/AA-Products-Ergonomic-Computer-Adjustable/dp/B095P15SYR/ref=sr_1_193?keywords=Gaming+Chair&qid=1658103510&sr=8-193
S*MAX Gaming Chair Big and Tall Full Mould Foam De Luxe Version Gamer Chair 4D Adjustable Armrests Premium Carbon Fiber Fabric and PU Leather Headrest Lumbar Support Video Game Chairs for Adults Black,$399.99,,,https://www.amazon.com/MAX-Version-Adjustable-Armrests-Headrest/dp/B09W29KBX4/ref=sr_1_194?keywords=Gaming+Chair&qid=1658103510&sr=8-194
Gaming Chair Big and Tall Office Chair 500lb Wide Seat Desk Chair with Lumbar Support Headrest 2D Arms Task Swivel Ergonomic PU Adjustable Massage Racing Computer Chair for Adults Gamer (Red),$174.99,3.7 out of 5 stars,630,https://www.amazon.com/Gaming-Chair-Headrest-Ergonomic-Adjustable/dp/B08LT424VH/ref=sr_1_195?keywords=Gaming+Chair&qid=1658103510&sr=8-195
"Home Office Chair, High Back Mesh Computer Gaming Desk Chairs, Armrest Ergonomic Swivel Rolling Task Armchair with Wheels, Lumbar Support, Adjustable Headrest for Heavy People Dark Black",$98.99,,,https://www.amazon.com/Chair-Back-Mesh-Ergonomic-Adjustable/dp/B0B1MX94JY/ref=sr_1_196?keywords=Gaming+Chair&qid=1658103510&sr=8-196
"Ninecer Ergonomic Gaming Chair Cheap, Racing Style High Back Office Chair Computer Chair, PU Material with Padded Armrests and Height Adjustment Video Game Chair (White)",$99.99,4.2 out of 5 stars,213,https://www.amazon.com/Ninecer-Ergonomic-Computer-Material-Adjustment/dp/B096D6C2C6/ref=sr_1_197?keywords=Gaming+Chair&qid=1658103510&sr=8-197
"ACE Casual furniture, 5149201, Pedestal Extreme III 2.1 Sound Wireless Video Foldable Gaming Chair w/Pedestal Base and 2 Speaker High Tech Audio System, 29.13 x 16.14 x 30.91, Black/Red",$242.42,4.1 out of 5 stars,740,https://www.amazon.com/ACE-Casual-furniture-5149201-Pedestal/dp/B00DFREOPC/ref=sr_1_198?keywords=Gaming+Chair&qid=1658103510&sr=8-198
"Amazon Basics Ergonomic Gaming Chair with Bluetooth Speakers and Built-in Mic, Push-Button Height Control - Red",$211.59,3.8 out of 5 stars,23,https://www.amazon.com/Amazon-Basics-Ergonomic-Microphone-Push-Button/dp/B08DDZHWB4/ref=sr_1_199?keywords=Gaming+Chair&qid=1658103510&sr=8-199
"Comfty Leather Gaming Chair with High Back, Pillow Headrest and Padded Armrests, Black/Red",$114.69,3.8 out of 5 stars,16,https://www.amazon.com/Comfty-Chairs-CFTYGC166-Multicolor/dp/B095Z5BJBC/ref=sr_1_200?keywords=Gaming+Chair&qid=1658103510&sr=8-200
Gaming Chair Racing Desk Chair Ergonomic Office Chair Executive High Back PU Leather Computer Chair with Lumbar Support Task Rolling Swivel Chair for Men Teens Adults (Red),$109.99,4.5 out of 5 stars,160,https://www.amazon.com/Chair-Ergonomic-Office-Executive-Computer/dp/B09877MDG2/ref=sr_1_201?keywords=Gaming+Chair&qid=1658103510&sr=8-201
"X Rocker Zeta PC Office Gaming Chair, 27.36"" x 27.56"" x 48.43"", Black/Gray",$279.99,4.3 out of 5 stars,30,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A00164202ZML2UYET4C2N&url=%2FRocker-Chair-27-56-48-43-Black%2Fdp%2FB0899MBZH9%2Fref%3Dsr_1_202_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-202-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_btf
